address	ida_name_navigation_only	catalog_source	code_origin	module_candidate	candidate_confidence	assignment_basis	assembly_direct_callers_address_count	assembly_direct_callees_address_count	follow_up_module	manual_review_scope	review_status
0x004539B0	sub_4539B0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:203_sites	0x00456680:1	0x0040DC50:1;0x0040DCB0:2;0x00430B60:1;0x00430C60:1;0x00430CF0:1;0x00450B40:2;0x00450F90:1;0x00451100:1;0x0045AF90:4;0x0045B0E0:1;0x0045B190:1;0x0045D180:2;0x0045D690:2;0x0045EA80:1;0x0045EDF0:1;0x0045EFB0:4;0x004698E0:5;0x0046E890:1;0x0046F8C0:3;0x004707B0:1;0x00470E20:2;0x004710D0:1;0x00471270:1;0x004717F0:1;0x00471AD0:1;0x00471D60:1;0x004721F0:1;0x00472430:1;0x004724D0:1;0x00472710:1;0x00472730:1;0x004728E0:1;0x00472CE0:6;0x00473010:1;0x004731A0:1;0x004735B0:1;0x00473C10:1;0x004745B0:2;0x00474B60:1;0x00474BA0:1;0x00474E60:1;0x004751C0:1;0x00476160:1;0x00476250:1;0x00476DB0:1;0x00477710:1;0x00477800:1;0x00478220:1;0x004783B0:1;0x004786B0:1;0x004786C0:1;0x004786E0:2;0x004786F0:1;0x00478710:11;0x00478780:3;0x004787D0:1;0x004787F0:3;0x00478850:1;0x00478A70:1;0x00478AE0:2;0x00478B30:1;0x00479850:1;0x0047C680:2;0x0047C6B0:1;0x0047C950:1;0x0047CC40:2;0x0047CE80:6;0x0047CEC0:6;0x0047CF00:1;0x0047D350:1;0x0047D640:6;0x0047D810:6;0x0047D830:7;0x0047D860:1;0x0047D870:3;0x0047D8E0:1;0x0047D930:1;0x0047DAB0:1;0x0047DBD0:1;0x0047E070:2;0x0047F150:13;0x0047F380:1;0x0047F900:3;0x0047F910:3;0x00480AD0:1;0x00481010:5;0x00482310:2;0x00482840:2;0x00482DA0:3;0x00482E90:2;0x00482F10:6;0x004830A0:2;0x00485610:6;0x00489D00:2;0x00489E90:1	battle		mechanical_candidate_not_manually_reviewed
0x00455D60	sub_455D60	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:53_sites	0x004576A0:1	0x00430C60:1;0x00430CF0:1;0x0045AF90:1;0x0045B0E0:2;0x0045B190:2;0x0045B5A0:2;0x0045D690:1;0x0045EFB0:2;0x00475720:1;0x004758A0:2;0x004763D0:1;0x00476900:1;0x00476DB0:1;0x00478220:1;0x004786B0:1;0x00478710:2;0x004787F0:2;0x00479850:1;0x0047C680:1;0x0047C6B0:1;0x0047C950:1;0x0047CE80:1;0x0047D350:1;0x0047D810:2;0x0047D830:1;0x0047D860:3;0x0047D870:4;0x0047D8E0:1;0x0047F150:2;0x0047F3C0:1;0x0047F900:1;0x00482310:1;0x00482840:1;0x00484020:1;0x004841B0:1;0x00489D00:2;0x00489E90:1	battle		mechanical_candidate_not_manually_reviewed
0x00456680	sub_456680	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:102_sites	0x0045B5E0:1	0x00439070:1;0x004539B0:1;0x0045AA00:1;0x0045ADF0:1;0x0045EE70:1;0x00464CC0:1;0x004698E0:3;0x0046E520:1;0x0046EE60:1;0x0046FFF0:2;0x00470820:1;0x004708C0:1;0x004714B0:1;0x00471540:2;0x00478330:6;0x00478690:2;0x004786A0:4;0x004786D0:1;0x004786E0:4;0x00478710:3;0x00478850:4;0x00478A70:5;0x00478AA0:3;0x00478AC0:2;0x00478AE0:4;0x00478B20:2;0x00478B30:1;0x00478B40:3;0x00478B60:1;0x0047C660:5;0x0047C670:1;0x0047C690:1;0x0047CC50:3;0x0047CE80:13;0x0047CEA0:1;0x0047D880:1;0x0047D8D0:1;0x0047DAD0:1;0x0047E950:1;0x0047F920:2;0x00480220:1;0x00480AD0:1;0x00483820:1;0x00483FD0:2;0x00483FF0:1;0x00485610:2	battle		mechanical_candidate_not_manually_reviewed
0x004576A0	sub_4576A0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:87_sites	0x0045B5E0:1	0x00439070:3;0x00455D60:1;0x004599B0:1;0x0045AA00:1;0x0045D180:2;0x0045EDF0:1;0x004698E0:2;0x004750C0:1;0x004755E0:1;0x00476080:1;0x00476140:1;0x004761D0:1;0x00476330:1;0x00478370:2;0x00478690:1;0x004786A0:3;0x004786D0:1;0x004786E0:2;0x00478710:3;0x00478780:1;0x004787D0:1;0x00478850:5;0x00478A70:6;0x00478AC0:2;0x00478AE0:3;0x00478B20:1;0x00478B30:1;0x00478B40:1;0x00478B50:1;0x00478B60:1;0x0047C660:1;0x0047C690:1;0x0047CE80:15;0x0047CEC0:1;0x0047D640:1;0x0047D860:1;0x0047D880:2;0x0047D8D0:2;0x0047D930:1;0x0047DAD0:1;0x0047F150:1;0x0047F360:1;0x0047F920:3;0x00480220:1;0x00483820:1;0x00483FF0:1	battle		mechanical_candidate_not_manually_reviewed
0x004582B0	sub_4582B0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:73_sites	0x0045C010:8	0x004170E0:2;0x00430D10:4;0x00430D50:2;0x00430D80:2;0x00430EB0:2;0x00430FF0:2;0x00431760:2;0x004321E0:2;0x00439070:2;0x00459BF0:1;0x0045AF90:1;0x0045BD90:1;0x0045D3E0:1;0x0045D810:2;0x004783B0:5;0x00478400:1;0x00478470:1;0x00478780:2;0x004787D0:2;0x0047CEC0:3;0x0047CF00:2;0x0047D640:3;0x0047D8F0:1;0x00480AD0:1;0x00481010:1;0x00481A40:1;0x00481FD0:1;0x00482080:3;0x00483840:2;0x00485610:4;0x00485650:2;0x004885A0:4	battle		mechanical_candidate_not_manually_reviewed
0x00458DE0	sub_458DE0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:76_sites	0x0045C010:5	0x004170E0:2;0x00431760:2;0x004321E0:2;0x0045AF90:1;0x0045BD90:2;0x0045D3E0:1;0x0045D810:1;0x004783B0:1;0x00478400:1;0x00478470:1;0x00478780:6;0x004787D0:6;0x0047CE80:4;0x0047CEA0:1;0x0047CEC0:9;0x0047CF00:6;0x0047D640:9;0x0047F150:1;0x00481010:3;0x00481A40:2;0x00482080:3;0x00483840:1;0x00485610:2;0x004885A0:4	battle		mechanical_candidate_not_manually_reviewed
0x004599B0	sub_4599B0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:11_sites	0x004576A0:1	0x004170E0:1;0x00431760:1;0x004321E0:1;0x004783B0:1;0x00478400:1;0x00478470:1;0x00485610:1;0x00485650:1;0x004885A0:2	battle		mechanical_candidate_not_manually_reviewed
0x00459BF0	sub_459BF0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x004582B0:1	0x004170E0:1;0x004315D0:1;0x004321E0:1;0x004783B0:1	battle		mechanical_candidate_not_manually_reviewed
0x00459D10	sub_459D10	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:54_sites	0x004527E0:2;0x00453200:1	0x004239D0:1;0x00435660:1;0x00435670:1;0x00436AD0:4;0x0043B110:2;0x004502B0:1;0x00450400:1;0x00450490:1;0x004504E0:3;0x00450530:4;0x004505B0:8;0x00450630:1;0x004506B0:3;0x00450A50:1;0x00469550:2;0x00478340:2;0x0047CE80:4;0x0047D930:1;0x0047E7F0:1;0x00480AD0:1;0x00483870:1;0x004838A0:1;0x00484500:2;0x00489654:4	battle		mechanical_candidate_not_manually_reviewed
0x0045A980	sub_45A980	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:3_sites	0x0045EB40:2	0x0047C1F0:1	battle		mechanical_candidate_not_manually_reviewed
0x0045AA00	sub_45AA00	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:22_sites	0x00456680:1;0x004576A0:1	0x0045B0E0:2;0x0045B190:2;0x0045B5A0:2;0x0045EFB0:2;0x004750C0:1;0x00475870:1;0x00477710:1;0x00478330:1;0x00479850:2;0x0047C660:2;0x0047CE80:1;0x0047F340:1;0x0047F910:1;0x00480AD0:1	battle		mechanical_candidate_not_manually_reviewed
0x0045ADF0	sub_45ADF0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:12_sites	0x00456680:1	0x00478330:1;0x004786E0:1;0x00478710:1;0x00478850:2;0x00478A70:1;0x00478AE0:2;0x00478B20:2;0x0047CE80:1	battle		mechanical_candidate_not_manually_reviewed
0x0045AF90	sub_45AF90	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:19_sites	0x004539B0:4;0x00455D60:1;0x004582B0:1;0x00458DE0:1;0x004731A0:1;0x004745B0:1;0x004758A0:1	0x00416F10:2;0x00416F60:2;0x004170E0:1;0x00420560:1;0x00420600:1;0x004206F0:1;0x00485330:1	battle		mechanical_candidate_not_manually_reviewed
0x0045B0E0	sub_45B0E0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:16_sites	0x00451B10:1;0x00453200:1;0x004539B0:1;0x00455D60:2;0x0045AA00:2;0x00462740:1;0x00469D20:6	0x004783B0:2	battle		mechanical_candidate_not_manually_reviewed
0x0045B190	sub_45B190	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:11_sites	0x00451B10:1;0x004527E0:2;0x00453200:1;0x004539B0:1;0x00455D60:2;0x0045AA00:2;0x0045B280:1;0x00469D20:1		battle		mechanical_candidate_not_manually_reviewed
0x0045B280	sub_45B280	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:4_sites	0x00453200:1	0x0045B190:1;0x004786E0:2	battle		mechanical_candidate_not_manually_reviewed
0x0045B5A0	sub_45B5A0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:6_sites	0x00451B10:1;0x00455D60:2;0x0045AA00:2;0x00469D20:1		battle		mechanical_candidate_not_manually_reviewed
0x0045B5E0	sub_45B5E0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x004527E0:2;0x00453200:1	0x00456680:1;0x004576A0:1	battle		mechanical_candidate_not_manually_reviewed
0x0045B630	sub_45B630	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:12_sites	0x00469D20:3	0x00431960:1;0x00433010:1;0x00433D70:1;0x00451730:1;0x00451AE0:1;0x004776A0:1;0x00485710:1;0x00485740:1;0x004885A0:1	battle		mechanical_candidate_not_manually_reviewed
0x0045BD10	sub_45BD10	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x0045E580:2	0x00420560:1;0x00420600:1;0x004206F0:1	battle		mechanical_candidate_not_manually_reviewed
0x0045BD90	sub_45BD90	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:11_sites	0x004582B0:1;0x00458DE0:2	0x004785C0:4;0x00478600:4	battle		mechanical_candidate_not_manually_reviewed
0x0045C010	sub_45C010	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:69_sites	0x00453200:1	0x004582B0:8;0x00458DE0:5;0x0045D690:3;0x0046F6E0:4;0x00472C70:4;0x004786E0:8;0x004787D0:4;0x0047CE80:5;0x0047CEC0:4;0x0047D640:4;0x0047F150:17;0x0047F920:2	battle		mechanical_candidate_not_manually_reviewed
0x0045D180	sub_45D180	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:15_sites	0x004539B0:2;0x004576A0:2;0x0045E9C0:2;0x00462740:3;0x00466F70:1;0x00467710:2;0x00469D20:1	0x00476DB0:1;0x00487C10:1	battle		mechanical_candidate_not_manually_reviewed
0x0045D250	sub_45D250	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:1_sites	0x00451B10:1		battle		mechanical_candidate_not_manually_reviewed
0x0045D2A0	sub_45D2A0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:1_sites	0x00451B10:1		battle		mechanical_candidate_not_manually_reviewed
0x0045D2F0	sub_45D2F0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x00453200:1	0x00420490:1;0x00489654:3	battle		mechanical_candidate_not_manually_reviewed
0x0045D3E0	sub_45D3E0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:10_sites	0x00453200:1;0x004582B0:1;0x00458DE0:1;0x0046F8C0:1;0x00473010:1;0x004745B0:1;0x004758A0:1	0x00489654:3	battle		mechanical_candidate_not_manually_reviewed
0x0045D490	sub_45D490	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:8_sites	0x00453200:1	0x00478330:3;0x0047CE80:2;0x0047D7D0:1;0x00481FC0:1	battle		mechanical_candidate_not_manually_reviewed
0x0045D690	sub_45D690	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:27_sites	0x004539B0:2;0x00455D60:1;0x0045C010:3	0x004787D0:5;0x0047CEC0:5;0x0047D640:5;0x0047F150:3;0x00482E90:1;0x00483870:1;0x004838A0:1	battle		mechanical_candidate_not_manually_reviewed
0x0045D810	sub_45D810	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:4_sites	0x004582B0:2;0x00458DE0:1	0x00434350:1	battle		mechanical_candidate_not_manually_reviewed
0x0045D8F0	sub_45D8F0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:41_sites	0x00453200:1	0x004372D0:19;0x004698E0:2;0x004785A0:4;0x004786E0:1;0x00478850:2;0x00478AE0:1;0x0047CE80:1;0x0047D950:1;0x0047DA10:1;0x0047F150:4;0x00482DA0:1;0x004856C0:1;0x00485710:2	battle		mechanical_candidate_not_manually_reviewed
0x0045DEE0	sub_45DEE0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:31_sites	0x00453200:1	0x00435660:2;0x00435670:2;0x00436AD0:18;0x00478340:1;0x00478600:1;0x004786B0:2;0x004786D0:2;0x00480AD0:1;0x00484500:1	battle		mechanical_candidate_not_manually_reviewed
0x0045E580	sub_45E580	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:6_sites	0x00453200:1	0x0045BD10:2;0x0045E9C0:2;0x00485710:1	battle		mechanical_candidate_not_manually_reviewed
0x0045E660	sub_45E660	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:7_sites	0x00453200:1	0x00450A80:6	battle		mechanical_candidate_not_manually_reviewed
0x0045E7D0	sub_45E7D0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:3_sites	0x00453200:1	0x00437DF0:2	battle		mechanical_candidate_not_manually_reviewed
0x0045E9C0	sub_45E9C0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:4_sites	0x0045E580:2	0x0045D180:2	battle		mechanical_candidate_not_manually_reviewed
0x0045EA30	sub_45EA30	ida_export_catalog	game	battle	confirmed_boundary	address_cluster:battle_cluster;assembly_direct_call_graph:4_sites;manual_a2_cross_module_boundary_review	0x004251B0:1	0x00433D70:1;0x00475180:1;0x00476A60:1	battle	cross_module_boundary_a2	manual_reviewed_current_assembly
0x0045EA80	sub_45EA80	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x004539B0:1	0x004698E0:1;0x004728D0:1;0x0047D8A0:1;0x00485610:1	battle		mechanical_candidate_not_manually_reviewed
0x0045EB40	sub_45EB40	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:8_sites	0x00453200:1	0x0045A980:2;0x0045EFB0:1;0x0047CF20:2;0x0047E5C0:2	battle		mechanical_candidate_not_manually_reviewed
0x0045EC60	sub_45EC60	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:3_sites	0x00462740:3		battle		mechanical_candidate_not_manually_reviewed
0x0045EC80	sub_45EC80	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:3_sites	0x00453200:1	0x0047E580:2	battle		mechanical_candidate_not_manually_reviewed
0x0045EDF0	sub_45EDF0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:3_sites	0x004527E0:1;0x004539B0:1;0x004576A0:1		battle		mechanical_candidate_not_manually_reviewed
0x0045EE70	sub_45EE70	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:8_sites	0x00456680:1;0x00469D20:7		battle		mechanical_candidate_not_manually_reviewed
0x0045EFB0	sub_45EFB0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:9_sites	0x004539B0:4;0x00455D60:2;0x0045AA00:2;0x0045EB40:1		battle		mechanical_candidate_not_manually_reviewed
0x0045F020	sub_45F020	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:2_sites	0x00453200:1	0x0047F920:1	battle		mechanical_candidate_not_manually_reviewed
0x0045F0F0	sub_45F0F0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:1_sites	0x004518F0:1		battle		mechanical_candidate_not_manually_reviewed
0x0045F130	sub_45F130	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:1_sites	0x00451B10:1		battle		mechanical_candidate_not_manually_reviewed
0x0045F1B0	sub_45F1B0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:1_sites	0x00451B10:1		battle		mechanical_candidate_not_manually_reviewed
0x0045F2A0	sub_45F2A0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:53_sites	0x00453200:1	0x0040DB40:2;0x0040DBC0:1;0x004372D0:8;0x00460C40:3;0x00461240:3;0x00461900:2;0x00461A30:2;0x00461C10:1;0x004620D0:10;0x00462320:3;0x004623A0:2;0x00462420:1;0x00462510:1;0x00462630:1;0x00464E90:7;0x004698E0:1;0x004728D0:1;0x00478330:1;0x0047F920:1;0x00485610:1	battle		mechanical_candidate_not_manually_reviewed
0x0045FC60	sub_45FC60	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:32_sites	0x00453200:1	0x0040DB60:1;0x00433AA0:3;0x004768D0:1;0x004784A0:3;0x00478620:3;0x0047C660:6;0x0047CE70:3;0x0047CE80:1;0x0047D930:3;0x00482FC0:1;0x00485610:6	battle		mechanical_candidate_not_manually_reviewed
0x00460C40	sub_460C40	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:21_sites	0x0045F2A0:3	0x004784A0:3;0x0047C660:4;0x0047CE80:2;0x0047D930:2;0x00485610:7	battle		mechanical_candidate_not_manually_reviewed
0x00461240	sub_461240	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:22_sites	0x0045F2A0:3	0x004784A0:3;0x0047C660:4;0x0047CE80:2;0x0047D930:2;0x00485610:8	battle		mechanical_candidate_not_manually_reviewed
0x00461900	sub_461900	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x0045F2A0:2	0x00485610:3	battle		mechanical_candidate_not_manually_reviewed
0x00461A30	sub_461A30	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x0045F2A0:2	0x00485610:3	battle		mechanical_candidate_not_manually_reviewed
0x00461C10	sub_461C10	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:8_sites	0x0045F2A0:1	0x004750C0:4;0x0047C660:3	battle		mechanical_candidate_not_manually_reviewed
0x004620D0	sub_4620D0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:20_sites	0x0045F2A0:10;0x00466F70:3	0x00462740:1;0x00464E90:1;0x00476780:1;0x00476860:1;0x00478600:1;0x0047F920:1;0x00485610:1	battle		mechanical_candidate_not_manually_reviewed
0x00462320	sub_462320	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:11_sites	0x0045F2A0:3	0x00462420:4;0x00464DD0:4	battle		mechanical_candidate_not_manually_reviewed
0x004623A0	sub_4623A0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:10_sites	0x0045F2A0:2	0x00462420:4;0x00464E40:4	battle		mechanical_candidate_not_manually_reviewed
0x00462420	sub_462420	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:10_sites	0x0045F2A0:1;0x00462320:4;0x004623A0:4	0x0047F920:1	battle		mechanical_candidate_not_manually_reviewed
0x004624C0	sub_4624C0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:4_sites	0x00464DD0:2;0x00464E40:1	0x0047F920:1	battle		mechanical_candidate_not_manually_reviewed
0x00462510	sub_462510	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x0045F2A0:1	0x00485610:4	battle		mechanical_candidate_not_manually_reviewed
0x00462630	sub_462630	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x0045F2A0:1	0x00485610:4	battle		mechanical_candidate_not_manually_reviewed
0x00462740	sub_462740	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:93_sites	0x004620D0:1	0x00437430:5;0x0045B0E0:1;0x0045D180:3;0x0045EC60:3;0x00464DA0:14;0x00465090:5;0x00465170:2;0x004698E0:2;0x00470380:1;0x004705C0:2;0x004708C0:1;0x00470AC0:3;0x00470E20:3;0x004717D0:1;0x004717E0:1;0x00478330:8;0x004784A0:2;0x0047C660:6;0x0047CE80:3;0x0047D7D0:2;0x0047D880:4;0x0047D8B0:4;0x0047D8D0:4;0x00481FC0:1;0x00482030:1;0x00485610:10	battle		mechanical_candidate_not_manually_reviewed
0x00464270	sub_464270	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:45_sites	0x00453200:1	0x00435650:1;0x00435660:1;0x00435670:1;0x00436AD0:1;0x00437430:1;0x004509D0:3;0x00450C50:3;0x004512B0:1;0x00464CC0:1;0x004651D0:1;0x00465480:1;0x004655B0:1;0x004659C0:1;0x00465E50:1;0x00466190:1;0x00466500:1;0x004667B0:1;0x00466950:1;0x00466C00:1;0x004750C0:1;0x004768D0:1;0x00478400:3;0x004784A0:4;0x0047C660:5;0x0047CE80:3;0x0047CEA0:1;0x0047F920:2;0x00483820:1	battle		mechanical_candidate_not_manually_reviewed
0x00464CC0	sub_464CC0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:6_sites	0x00456680:1;0x00464270:1	0x00439070:1;0x00478330:1;0x0047CE80:2	battle		mechanical_candidate_not_manually_reviewed
0x00464DA0	sub_464DA0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:14_sites	0x00462740:14		battle		mechanical_candidate_not_manually_reviewed
0x00464DD0	sub_464DD0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:6_sites	0x00462320:4	0x004624C0:2	battle		mechanical_candidate_not_manually_reviewed
0x00464E40	sub_464E40	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:5_sites	0x004623A0:4	0x004624C0:1	battle		mechanical_candidate_not_manually_reviewed
0x00464E90	sub_464E90	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:12_sites	0x0045F2A0:7;0x004620D0:1;0x004651D0:1	0x00481FB0:1;0x00481FC0:1;0x00482E80:1	battle		mechanical_candidate_not_manually_reviewed
0x00465090	sub_465090	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:8_sites	0x00462740:5	0x0047C660:1;0x0047CE80:2	battle		mechanical_candidate_not_manually_reviewed
0x00465170	sub_465170	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:2_sites	0x00462740:2		battle		mechanical_candidate_not_manually_reviewed
0x004651D0	sub_4651D0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:15_sites	0x00464270:1	0x00435660:6;0x00435670:1;0x00436AD0:4;0x00464E90:1;0x00481FC0:1;0x00482FC0:1	battle		mechanical_candidate_not_manually_reviewed
0x00465480	sub_465480	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:8_sites	0x00464270:1	0x0042E850:1;0x004321E0:1;0x00435660:2;0x0043B110:1;0x00450A80:2	battle		mechanical_candidate_not_manually_reviewed
0x004655B0	sub_4655B0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:20_sites	0x00464270:1	0x00435650:1;0x00435660:3;0x00435670:1;0x00436AD0:4;0x0043B110:2;0x0043B9E0:1;0x004504E0:1;0x0046FFE0:2;0x00470180:1;0x004702E0:1;0x00483870:1;0x004838A0:1	battle		mechanical_candidate_not_manually_reviewed
0x004659C0	sub_4659C0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:26_sites	0x00464270:1	0x0042E850:1;0x004321E0:1;0x00435650:1;0x00435660:6;0x00435670:1;0x00436AD0:5;0x0043B110:3;0x0043B9E0:1;0x00450A80:2;0x00470900:2;0x00470910:1;0x00470A10:1	battle		mechanical_candidate_not_manually_reviewed
0x00465E50	sub_465E50	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:20_sites	0x00464270:1	0x0042E850:2;0x004321E0:1;0x00435650:1;0x00435660:4;0x00435670:1;0x00436AD0:4;0x0043B110:2;0x00470900:2;0x00470A10:1;0x00470F70:1	battle		mechanical_candidate_not_manually_reviewed
0x00466190	sub_466190	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:20_sites	0x00464270:1	0x0042E850:2;0x004321E0:1;0x00435650:1;0x00435660:4;0x00435670:1;0x00436AD0:3;0x0043B110:2;0x00470900:2;0x00470FE0:2;0x00471080:1	battle		mechanical_candidate_not_manually_reviewed
0x00466500	sub_466500	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:18_sites	0x00464270:1	0x0042E850:2;0x004321E0:1;0x00435650:1;0x00435660:3;0x00435670:1;0x00436AD0:3;0x0043B110:2;0x0046FFE0:2;0x00470180:1;0x004702E0:1	battle		mechanical_candidate_not_manually_reviewed
0x004667B0	sub_4667B0	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:12_sites	0x00464270:1	0x0042E850:2;0x004321E0:1;0x00435650:2;0x00436AD0:3;0x0043B110:2;0x00480AD0:1	battle		mechanical_candidate_not_manually_reviewed
0x00466950	sub_466950	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:17_sites	0x00464270:1	0x004239D0:2;0x0042E850:1;0x004321E0:1;0x00435650:2;0x00436AD0:2;0x0043B110:1;0x00450A50:2;0x00477800:1;0x00478340:1;0x0047F910:1;0x00480AD0:1;0x00484500:1	battle		mechanical_candidate_not_manually_reviewed
0x00466C00	sub_466C00	ida_export_catalog	game	battle	medium	address_cluster:battle_cluster;assembly_direct_call_graph:24_sites	0x00464270:1	0x00435660:9;0x00435670:1;0x00436AD0:9;0x0044FFE0:2;0x00476780:1;0x00476860:1	battle		mechanical_candidate_not_manually_reviewed
